Code,Version Number,Description,Professional Recognition,Notes,Key search terms
C04018,2025.01,"<p>The UTS <a href=""http://www.uts.edu.au/future-students/business/business-courses/mba-programs/why-master-business-administration"">Master of Business Administration</a> (<a href=""https://www.uts.edu.au/future-students/business/business-courses/mba-programs/why-master-business-administration"">MBA</a>) is designed to extend strategic thinking, knowledge and capabilities for early career professionals seeking a career change or advancing into managerial roles. UTS is Australia&rsquo;s number one young university, and the UTS MBA embeds the ethos of practice-based learning, social justice, inclusion, and research with real-world impact. UTS MBA graduates are socially committed change-makers and have secured roles, including CEOs, CFOs, and COOs. The course provides flexibility for students to build a broad foundation of general business skills before expanding their skill sets with their preferred specialisation(s). All MBA subjects are approved by an industry board that insists on &#39;relevance to workplace&#39; as a pre-eminent subject design principle.</p>","<p><strong>Accounting</strong>: <a href=""https://www.cpaaustralia.com.au/"">CPA Australia </a>(CPAA); <a href=""https://www.charteredaccountantsanz.com/"">Chartered Accountants of Australia and New Zealand</a> (CAANZ); <a href=""https://www.publicaccountants.org.au/"">Institute of Public Accountants </a>(IPA)</p> <p>The MBA with Professional Accounting (<a href=""/directory/maj08988.html"">MAJ08988</a>) major and Professional Accounting Extension (<a href=""/directory/smj10161.html"">SMJ10161</a>) sub-major meets the formal academic requirements for associate membership of CPA Australia and the CAANZ. In order to meet the educational requirements for membership of CPA Australia and the CAANZ, students must also substitute subject <a href=""/subjects/22747.html"">22747 </a>Accounting for Managerial Decisions in place of <a href=""/subjects/22800.html"">22800 </a>Understanding Accounting and Financial Reports in the MBA Core (<a href=""/directory/stm91458.html"">STM91458</a>) to qualify for accounting accreditation.</p> <p><strong>Finance</strong>: Financial Services Institute of Australasia (<a href=""https://www.finsia.com/"">FINSIA</a>)</p> <p>Completion of the course meets the education requirements for Affiliate membership and, in conjunction with work experience, the requirements for Associate membership with the Financial Services Institute of Australasia (FINSIA).</p> <p><strong>Human Resources</strong>: Australian Human Resources Institute (<a href=""https://www.ahri.com.au/"">AHRI</a>)</p> <p>Students completing this degree with a major in human resource management are eligible to apply to the Australian Human Resources Institute (AHRI) for the professional member (<a href=""https://www.ahri.com.au/ahri-membership/individual-membership/become-a-professional-member-mahri/"">MAHRI</a>) status.</p> <p><strong>Project Management</strong>: The MBA with a major in Project Management is accredited by the PMI Global Accreditation Centre for Project Management Education Programs (<a href=""https://www.pmi.org/global-accreditation-center/directory"">GAC</a>).</p>",,Business
C41001,2025.01,,,,"Design, Architecture and Building"
C41002,2025.01,,,,"Design, Architecture and Building"
C41004,2025.01,,,,"Design, Architecture and Building"
C42001,2025.01,,,,"Design, Architecture and Building"
C42002,2025.01,,,,"Design, Architecture and Building"
C42004,2025.01,,,,"Design, Architecture and Building"
C04270,2025.01,"<p>The Master of Landscape Architecture provides students with the opportunity to collaborate alongside celebrated practitioners from award-winning international design studios and leading experts in the area of urban design.</p> <p>Students engage in a variety of projects that are based upon the big questions that face global contemporary cities and landscapes: urban densification, climate change, declining resource supply (land, food and water) and the loss of biological diversity through ecological fragmentation and habitat destruction.</p> <p>Using the most relevant and up-to-date methodologies and technologies, students participate in practice-based studios to develop their complex problem-solving skills in order to address the critical role of landscape in the cities of the future.</p> <p>Students who do not meet the admission requirement prerequisites below are encouraged to apply for the <a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-landscape-architecture/"">Graduate Certificate in Landscape Architecture</a>, and progress to the Masters via the <a href=""https://www.uts.edu.au/study/find-a-course/graduate-diploma-landscape-architecture/"">Graduate Diploma in Landscape Architecture</a>.</p>",<p>The course is accredited by the Australian Institute of Landscape Architects (AILA).</p>,"<p>Students who do not meet the admission requirements below may begin with the Graduate Certificate or Graduate Diploma and progress to the Master of Landscape Architecture.</p> <p><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-landscape-architecture"">Graduate Certificate in Landscape Architecture</a> --&gt; <a href=""https://www.uts.edu.au/study/find-a-course/graduate-diploma-landscape-architecture"">Graduate Diploma in Landscape Architecture</a> --&gt; Master of Landscape Architecture</p> <p><strong>Commonwealth Supported Places</strong></p> <p>There are a limited number of <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> within this course that are competitive and allocated on merit. Applicants must indicate on their application if they wish to be considered for a CSP.</p> <p>As applications are assessed progressively, applicants are strongly encouraged to apply early to be considered. Eligible applicants must accept their offer by the lapse date to retain their place.</p> <ul> <li>Autumn 2024 closing dates: <ul> <li>Round 1: Sunday 26 November 2023</li> <li>Round 2: Sunday 21 January 2024 (if places are available)</li> </ul> </li> <li>Spring 2024 closing dates: <ul> <li>Round 1: Sunday 26 May 2024</li> <li>Round 2: Sunday 30 June 2024 (if places are available)</li> </ul> </li> </ul> <p>Refer to <a href=""https://www.uts.edu.au/study/postgraduate/postgraduate-courses-commonwealth-supported-places-csp"">Postgraduate courses with Commonwealth Supported Places</a> for more information.</p>","Design, Architecture and Building"
C04235,2025.01,"<p>The Master of Architecture is a focused, professional degree and is required to become a practising architect. It is the second of two degrees, undertaken after the successful completion of the Bachelor of Design in Architecture (<a href=""/courses/c10004.html"">C10004</a>) or equivalent.</p>","<p>The Master of Architecture is a qualification accepted for candidates seeking to take the professional examination of the NSW Architects Registration Board and Royal Australian Institute of Architects (RAIA), as a prerequisite for registration under the provision of the Architects Act administered by the NSW Architects Registration Board, and to professional membership of the institute.</p>","<p>In normal circumstances <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"" style=""color: rgb(5, 99, 193); text-decoration: underline;"" title=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> are available to all domestic students admitted to this course. CSPs provide significant savings compared to published full fees.</p>","Design, Architecture and Building"
C06125,2025.01,<p>This course has been established to address skill deficits in domestic and international students wishing to enrol in the UTS Master of Landscape Architecture. This course is offered as a pathway to the accredited Masters of Landscape Architecture. The completion of the graduate diploma provides eligiblity for entry into the first year of the master&#39;s.</p>,,"<p><strong>Commonwealth Supported Places</strong></p> <p>There are a limited number of <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> within this course that are competitive and allocated on merit. Applicants must indicate on their application if they wish to be considered for a CSP.</p> <p>As applications are assessed progressively, applicants are strongly encouraged to apply early to be considered. Eligible applicants must accept their offer by the lapse date to retain their place.</p> <ul> <li>Autumn 2024 closing dates: <ul> <li>Round 1: Sunday 26 November 2023</li> <li>Round 2: Sunday 21 January 2024 (if places are available)</li> </ul> </li> <li>Spring 2024 closing dates: <ul> <li>Round 1: Sunday 26 May 2024</li> <li>Round 2: Sunday 30 June 2024 (if places are available)</li> </ul> </li> </ul> <p>Refer to <a href=""https://www.uts.edu.au/study/postgraduate/postgraduate-courses-commonwealth-supported-places-csp"">Postgraduate courses with Commonwealth Supported Places</a> for more information.</p>","Design, Architecture and Building"
C04317,2025.01,"<p>The UTS Master of Property Development and Project Management is designed to enhance knowledge and opportunities for professionals in property and project management, and to enable graduates in related fields to extend their qualifications and expertise to embark on careers in property development and project management. </p>","<p>The course is accredited by both the Australian Property Institute and the Royal Institute of Chartered Surveyors, as well as its accredited by the <a href=""https://protect-au.mimecast.com/s/UzmqCQnMOqC02pjnixgyuu?domain=pmi.org"">Project Management Institute&#39;s (PMI) Global Accreditation Centre for Project Management Education Programs (GAC)</a> and the Royal Institute of Chartered Surveyors (RICS). The Master of Project Management is also endorsed by the Australian Institute of Project Management (AIPM).</p>","<p>Students who do not meet the admission requirements below may begin with a Graduate Certificate and progress to the Master of Property Development and Project Management.</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-property-development"">Graduate Certificate in Property Development</a> --&gt; <a href=""https://www.uts.edu.au/study/find-a-course/graduate-diploma-property-development"">Graduate Diploma in Property Development</a> --&gt; Master of Property Development and Project Management</strong></p> <p>-OR-</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-project-management"">Graduate Certificate in Project Management</a> --&gt; Master of Property Development and Project Management</strong></p>","Design, Architecture and Building"
C06126,2025.01,<p>Construction management is one of the most rapidly expanding sectors of specialisation in Australia. Construction management specialists have very good job prospects in both construction and infrastructure work areas. The particular mix of skills offered in this degree combine traditional project management frameworks along with specialised preparation in technological advancements and human factors that are a requirement for successful managers in the construction industry.<br /> </p>,,"<p>Students who do not meet the admission requirements below may begin with the Graduate Certificate and progress to the Graduate Diploma in Construction Management.</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-construction-management"">Graduate Certificate in Construction Management</a> --&gt; Graduate Diploma in Construction Management</strong></p>","Design, Architecture and Building"
C10004,2025.01,"<p>The Bachelor of Design in Architecture is the first of two degrees needed to become an architect. Students wishing to qualify for professional recognition as architects must also complete the Master of Architecture (<a href=""/courses/c04235.html"">C04235</a>). </p>","<p>The Bachelor of Design in Architecture followed by the Master of Architecture (<a href=""/courses/c04235.html"">C04235</a>) is accredited for professional recognition by the NSW Architects Registration Board, the Australian Institute of Architects and the Commonwealth Association of Architects.</p>","<p>The Bachelor of Design in Architecture by itself does not lead to professional recognition as an architect. To become a professional architect, students must complete this degree followed by the Master of Architecture (<a href=""/courses/c04235.html"">C04235</a>) (an additional two years of full-time study or equivalent).</p> <p>This course is offered for Spring intake to UTS College applicants ONLY - UTS College applicants are not accepted for Autumn intake.</p>","Design, Architecture and Building"
C11270,2025.01,"<p>The Graduate Certificate in Planning offers an entry pathway to the Master of Planning (<a href=""/courses/c04007.html"">C04007</a>) for students who have professional experience in planning but do not have an appropriate undergraduate qualification, or have a bachelor&#39;s degree in an unrelated field.</p>",,,"Design, Architecture and Building"
C04007,2025.01,"<p>The Master of Planning provides a new career path for design, planning and property professionals, equipping graduates with a broad understanding of planning issues alongside the negotiation skills and creative thinking required to resolve them. </p>",<p>This program is accredited by the Planning Institute of Australia.</p>,"<p>Students who do not meet the admission requirements below may begin with the Graduate Certificate and progress to the Master of Planning.</p> <p><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-planning"">Graduate Certificate in Planning</a> --&gt; Master of Planning</p> <p><strong>Commonwealth Supported Places</strong></p> <p>There are a limited number of <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> within this course that are competitive and allocated on merit. Applicants must indicate on their application if they wish to be considered for a CSP.</p> <p>As applications are assessed progressively, applicants are strongly encouraged to apply early to be considered. Eligible applicants must accept their offer by the lapse date to retain their place.</p> <ul> <li>Autumn 2024 closing dates: <ul> <li>Round 1: Sunday 26 November 2023</li> <li>Round 2: Sunday 21 January 2024 (if places are available)</li> </ul> </li> <li>Spring 2024 closing dates: <ul> <li>Round 1: Sunday 26 May 2024</li> <li>Round 2: Sunday 30 June 2024 (if places are available)</li> </ul> </li> </ul> <p>Refer to <a href=""https://www.uts.edu.au/study/postgraduate/postgraduate-courses-commonwealth-supported-places-csp"">Postgraduate courses with Commonwealth Supported Places</a> for more information.</p>","Design, Architecture and Building"
C11276,2025.01,<p>Construction management is one of the most rapidly expanding sectors of specialisation in Australia. Construction management specialists have very good job prospects in both construction and infrastructure work areas. The particular mix of skills offered in this degree combine traditional project management frameworks along with specialised preparation in technological advancements and human factors that are a requirement for successful managers in the construction industry.</p>,,<p>This course is not offered to international students.</p> <p>No further Commonwealth-supported places available in 2024.</p>,"Design, Architecture and Building"
C04008,2025.01,"<p>UTS&#39;s Master of Property Development provides a comprehensive understanding of the property development process combined with the practical skills required to work effectively in the industry. This incorporates the political, financial, legal and physical systems that contribute to the successful development of property assets.</p>",<p>The course is accredited by both the Australian Property Institute and the Royal Institute of Chartered Surveyors.</p>,"<p>Students who do not meet the admission requirements below may begin with a Graduate Certificate and progress to the Master of Property Development.</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-property-development"">Graduate Certificate in Property Development</a> --&gt; Master of Property Development</strong></p> <p>(Note that entry to the Masters via other UTS Graduate Certificates and Graduate Diplomas is also possible.)</p>","Design, Architecture and Building"
C11005,2025.01,"<p>UTS&#39;s postgraduate project management program is designed to enhance the knowledge, experience and careers of both aspiring and experienced project managers. The UTS Graduate Certificate in Project Management equips students with foundational knowledge and experience to launch or enhance project management careers across all industries &ndash; such as banking and finance, construction and engineering, event management, government, health and information technology.</p> <p>Graduates of the Graduate Certificate in Project Management who wish to extend their studies will gain full credit for the Graduate Certificate subjects when they enrol in the Master of Project Management.</p>","<p>The UTS Graduate Certificate in Project Management is accredited by the <a href=""https://protect-au.mimecast.com/s/UzmqCQnMOqC02pjnixgyuu?domain=pmi.org"">Centre for Project Management Education Programs (GAC)</a></p>",,"Design, Architecture and Building"
C07004,2025.01,"<p>UTS&#39;s Postgraduate Project Management program is designed to enhance the knowledge, experience and careers of both aspiring and experienced project managers.</p>",,"<p>Transfer is for students enrolled in the Master of Project Management (<a href=""/courses/c04006.html"">C04006</a>).</p> <p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p>","Design, Architecture and Building"
C09055,2025.01,"<p>The Bachelor of Design (Honours) in Interior Architecture helps students to re-imagine interior environments and public spaces in local and global contexts. With a strong emphasis on people&#39;s experiences of space, this degree equips students with the critical skills required to interrogate and transgress the traditional boundaries of commercial interior design.</p>",,,"Design, Architecture and Building"
C06006,2025.01,"<p>The Graduate Diploma in Property Development provides a comprehensive understanding of the property development process combined with the practical skills required to work effectively in the industry. This incorporates the political, financial, legal and physical systems that contribute to the successful development of property assets. </p>",,"<p>Students who do not meet the admission requirement prerequisites below are encouraged to apply for the <a href=""https://handbook.uts.edu.au/courses/c11271.html"">Graduate Certificate in Property Development</a>, and progress to the Graduate Diploma in Property Development.</p>","Design, Architecture and Building"
C04316,2025.01,"<p>This course is designed for both property and planning practitioners, and graduates in related fields who wish to extend their qualifications and expertise in property development and planning. Graduates have a commitment to professionalism in the property and planning sector.</p>",<p>This program is accredited by the Planning Institute of Australia.</p>,"<p>Students who do not meet the admission requirements below may begin with a Graduate Certificate and progress to the Master of Property Development and Planning.</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-property-development"">Graduate Certificate in Property Development</a> --&gt; Master of Property Development and Planning</strong></p> <p>-OR-</p> <p><strong><a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-planning"">Graduate Certificate in Planning</a> --&gt; Master of Property Development and Planning</strong></p> <p>(Note that entry to the Masters via other UTS Graduate Certificates and Graduate Diplomas is also possible.)</p>","Design, Architecture and Building"
C03002,2025.01,"<p>A limited number of places are offered each year to suitably qualified students to follow a program of study leading to this award. This degree is for graduates seeking to extend and deepen their knowledge by undertaking an appropriate research investigation under professional supervision by UTS: Design, Architecture and Building academic staff.</p>",,"<p>Research degrees are offered on a sponsored, scholarship, faculty part-sponsored or full-fee-paying basis. Contact a UTS Student Centre or the UTS: Graduate Research School for further details.</p>","Design, Architecture and Building"
C03001,2025.01,"<p>A limited number of places are offered each year to suitably qualified students to follow a program of study leading to this award. This degree is for graduates seeking to extend and deepen their knowledge by undertaking an appropriate research investigation under professional supervision by UTS: Design, Architecture and Building academic staff.</p>",,"<p>Research degrees are offered on a sponsored, scholarship, faculty part-sponsored or full-fee-paying basis. Contact a UTS Student Centre or the UTS: Graduate Research School for further details.</p>","Design, Architecture and Building"
C03012,2025.01,<p>This degree is for graduates who want to deepen their understanding and hands-on skills in both research-for-design and research-by-design as a way to define the future of the design profession.</p>,,<p>Research degrees are offered on a sponsored basis for permanent residents or on a full-fee-paying basis for international students. Contact a UTS Student Centre or the UTS: Graduate Research School for further details.</p>,"Design, Architecture and Building"
C09079,2025.01,"<p>The Bachelor of Landscape Architecture (Honours) is a four-year honours degree designed to develop skills in design, construction and management associated with natural and built landscapes.</p>",<p>The course is accredited by the Australian Institute of Landscape Architects. </p>,,"Design, Architecture and Building"
C10424,2025.01,"<p>The Bachelor of Languages and Cultures offers students studies in languages other than English, culture and society focused on developing their intercultural and linguistic capabilities. It also offers a capstone subject that allows students to design and carry out a small-scale research project that requires them to apply their linguistic skills and cultural knowledge. </p> <p>The combined Bachelor of Design in Animation Bachelor of Languages and Cultures provides students with intercultural and linguistic skills that raise their awareness of the international implications of design in animation. Students develop an understanding and awareness of a language other than English languages and another culture and refine their intercultural skills. Students also develop their professional skills in writing, research and evaluation. </p>",,<p>There is no direct admission to this course. Current UTS students in combined Bachelor of Arts in International Studies courses may be able to submit an Internal Course Transfer (Continuing) application to transfer into this course. Check with the Student Centre.</p>,"Design, Architecture and Building"
C07119,2025.01,"<p>Unique in Australia, the Master of Design responds to the global need for graduates with skills in social and service design and design leadership, who can create and manage high level service experiences and lead social, community and organisational change. This comprehensive and integrated program has been developed in collaboration with industry leaders including the Design Innovation Research Centre situated in the School of Design at UTS.</p>",,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. Check with your faculty&#39;s student centre.</p> <p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p>","Design, Architecture and Building"
C04428,2025.01,"<p>Unique in Australia, the Master of Design responds to the global need for graduates with skills in social and service design and design leadership, who can create and manage high level service experiences and lead social, community and organisational change. This comprehensive and integrated program has been developed in collaboration with industry leaders including the Design Innovation Research Centre situated in the School of Design at UTS.</p>",,"<p>This course is not offered for 2023 Spring intake.</p> <p>Students who do not meet the admission requirements below may begin with the Graduate Certificate and progress to the Master of Design (Extension).</p> <p><strong><a href=""https://handbook.uts.edu.au/courses/c11225.html"">Graduate Certificate in Design</a> --&gt; Master of Design (Extension)</strong></p>","Design, Architecture and Building"
C04429,2025.01,"<p>UTS Master of Design meets the national and global need for graduates with skills in social and service design, transition design and design leadership. Unique in Australia, it has been created for those who want to conceive, deliver and manage high level service experiences and/or lead social, community and organisational change. It is a comprehensive and integrated program that has been developed in collaboration with industry leaders and researchers from UTS School of Design.</p> <p>Students without a design qualification or background are encouraged to progress to the Masters via the <a href=""https://www.uts.edu.au/study/find-a-course/graduate-certificate-design"">Graduate Certificate in Design</a>.</p>",,"<p>This course is not offered for 2023 Spring intake.</p> <p>Students who do not meet the admission requirements below may begin with the Graduate Certificate and progress to the Master of Design.</p> <p><strong><a href=""https://handbook.uts.edu.au/courses/c11225.html"">Graduate Certificate in Design</a> --&gt; Master of Design</strong></p>","Design, Architecture and Building"
C11053,2025.01,"<p>Thriving in today&rsquo;s local government sector requires a level of adept professional expertise that can meet the demands of local communities and stakeholders within a complex environment of economic, social, organisational, financial and governance factors.</p> <p>The Graduate Certificate in Local Government combines the latest in local government studies with real world expertise from sector practitioners. It has been designed by the Centre for Local Government at the Institute for Public Policy and Governance UTS, to equip current and emerging co-ordinators, managers and leaders to make the most of working in local government environments. The Certificate provides knowledge and tools to strengthen professional practice and develops the skills and confidence required to navigate the unique challenges and opportunities of the sector in a collaborative peer learning environment.</p>",,<p>This course is not offered to international students.</p> <p>This course is not offered to international students.</p>,"Design, Architecture and Building"
C11275,2025.01,"<p>This course is suitable for those who wish to change careers, for qualified Landscape Architects who want to update their skills, or for anyone wanting to undertake an accredited Masters of Landscape Architecture at UTS via the Graduate Certificate in Landscape Architecture.</p> <p>Based on prior experience and faculty advice, applicants choose from the wide range of studio, technical and theory subjects taught in the undergraduate program to create a tailored curriculum such as the example provided under the course program.</p>",,"<p><strong>Commonwealth Supported Places</strong></p> <p>There are a limited number of <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> within this course that are competitive and allocated on merit. Applicants must indicate on their application if they wish to be considered for a CSP.</p> <p>As applications are assessed progressively, applicants are strongly encouraged to apply early to be considered. Eligible applicants must accept their offer by the lapse date to retain their place.</p> <ul> <li>Autumn 2024 closing dates: <ul> <li>Round 1: Sunday 26 November 2023</li> <li>Round 2: Sunday 21 January 2024 (if places are available)</li> </ul> </li> <li>Spring 2024 closing dates: <ul> <li>Round 1: Sunday 26 May 2024</li> <li>Round 2: Sunday 30 June 2024 (if places are available)</li> </ul> </li> </ul> <p>Refer to <a href=""https://www.uts.edu.au/study/postgraduate/postgraduate-courses-commonwealth-supported-places-csp"">Postgraduate courses with Commonwealth Supported Places</a> for more information.</p>","Design, Architecture and Building"
C11343,2025.01,"<p>The Graduate Certificate in Urban Planning and Design is a foundation course that provides a pathway to study the Master of Urban Planning or the Master of Urban Design. This degree is designed for students who have professional experience in planning but do not have an appropriate undergraduate qualification, or have a bachelor&#39;s degree in an unrelated field. </p>",,<p>This course is not offered to international applicants.</p> <p>This course is not offered to international students.</p>,"Design, Architecture and Building"
C06145,2025.01,"<p>The UTS Online Graduate Diploma in Urban Planning is designed for professionals who want to develop their knowledge and practical skills to become effective planners with an integrated approach to creating sustainable urban environments. Students proactively explore and engage with the various elements of urban planning, including the environment, legislation, and social sustainability.</p>",,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p> <p>This course is not offered to international students.</p>","Design, Architecture and Building"
C04439,2025.01,"<p>The UTS Online Master of Urban Design is designed for professionals who want to develop their practical design capabilities to shape the lived experience within sustainable urban environments. Students explore the concept of environmental, economic and social sustainability in urban design and development, and apply their understanding to deliver creative solutions for planning and design in consideration of different design scales.</p>",<p>This program is accredited by the Planning Institute of Australia.</p>,<p>This course is not offered to international applicants.</p> <p>This course is not offered to international students.</p>,"Design, Architecture and Building"
C04441,2025.01,"<p>The UTS Online Master of Urban Planning is designed for professionals who want to develop their knowledge and practical skills to become effective planners with an integrated approach to creating sustainable urban environments. Students proactively explore and engage with the various elements of urban planning, including the environment, legislation, and social sustainability.</p>",<p>This program is accredited by the Planning Institute of Australia. </p>,<p>This course is not offered to international applicants.</p> <p>This course is not offered to international students.</p>,"Design, Architecture and Building"
C07002,2025.01,"<p>The Graduate Diploma in Planning provides a new career path for design, planning and property professionals, equipping graduates with a broad understanding of planning issues alongside the negotiation skills and creative thinking required to resolve them. </p>",,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p>","Design, Architecture and Building"
C10413,2025.01,<p>The Bachelor of Design in Architecture is the first of two degrees needed to become an architect. Students wishing to qualify for professional recognition as architects must also complete the Master of Architecture program.</p>,"<p>The Bachelor of Design in Architecture followed by the Master of Architecture is accredited for professional recognition by the Architects Accreditation Council of Australia and recognised by the NSW Architects Registration Board, the Australian Institute of Architects and the Commonwealth Association of Architects.</p>","<p>The Bachelor of Design in Architecture Master of Architecture is <strong>only</strong> offered to recent school leaver applicants. Applicants who have undertaken any other higher education will not be eligible.</p> <p>The Bachelor of Design in Architecture Master of Architecture leads to professional recognition as an architect.</p> <p>C10413 Bachelor of Design in Architecture Master of Architecture consists of the identical program as <a href=""https://handbook.uts.edu.au/courses/c10004.html"">(C10004)</a> Bachelor of Design in Architecture from Year 1 through to Year 3 and as <a href=""https://handbook.uts.edu.au/courses/c04235.html"">(C04235)</a> Master of Architecture from Year 4 through to Year 5.</p> <p>To progress into the master level (Years 4 and 5) of this double-degree, students must meet the following requirements:</p> <ul> <li>Students must have completed 144cp as part of the structures <a href=""https://handbook.uts.edu.au/directory/stm91342.html"">STM91342</a> Core subjects (UG Architecture) and <a href=""https://handbook.uts.edu.au/directory/cbk91801.html"">CBK91801</a> Electives (UG Architecture); AND</li> <li>Attain a minimum grade point average (GPA) of 5.50 or above across the structures STM91342 and CBK91801 (Years 1-3).</li> </ul> <p>Students who attain a GPA between 5.00 and 5.49 across <a href=""https://handbook.uts.edu.au/directory/stm91342.html"">STM91342</a> core subjects and <a href=""https://handbook.uts.edu.au/directory/cbk91801.html"">CBK91801</a> (Years 1-3) will be transferred to <a href=""https://handbook.uts.edu.au/courses/c10004.html"">(C10004)</a> Bachelor of Design in Architecture to graduate. These students may apply for entry to (<a href=""https://handbook.uts.edu.au/courses/c04235.html"">C04235</a>) Master of Architecture &ndash; please see <a href=""https://handbook.uts.edu.au/courses/c04235.html#F1088"">admissions requirements</a>.</p> <p>Students who attain a GPA below 5.00 are not eligible for entry into the Master of Architecture.</p> <p>Any student who completes all subjects as part of <a href=""https://handbook.uts.edu.au/directory/stm91342.html"">STM91342</a> and <a href=""https://handbook.uts.edu.au/directory/cbk91801.html"">CBK91801</a> (Years 1-3, 144cp) for the bachelor program, and does not wish to continue on to the master course, may choose to graduate from (C10004) Bachelor of Design in Architecture via <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course Transfer-graduating</a>.</p> <p>Note that C10004 Bachelor of Design in Architecture on its own is not sufficient for professional accreditation as an architect.</p>","Design, Architecture and Building"
C10272,2025.01,"<p>The Bachelor of Design in Interior Architecture helps students to re-imagine interior environments and public spaces in local and global contexts. With a strong emphasis on people&#39;s experiences of space and the choice of a major in performative space, this degree equips students with the critical skills required to interrogate and transgress the traditional boundaries of commercial interior design.</p> <p>Combined with the Bachelor of International Studies, the course provides students with additional practical skills, in particular those that raise their awareness of the international contexts of design, by providing the opportunity to acquire knowledge and understanding of a language other than English and another culture.</p>",,<p>This course version is for students commencing in 2022 and onwards.</p>,"Design, Architecture and Building"
C10271,2025.01,"<p>The Bachelor of Design in Interior Architecture helps students to re-imagine interior environments and public spaces in local and global contexts. With a strong emphasis on people&#39;s experiences of spatial design, this degree equips students with the critical skills required to interrogate and transgress the traditional boundaries of commercial interior design.</p>",<p>Design Institute of Australia; International Federation of Interior Architects/Designers; Interior Design/Interior Architecture Educators Association (IDEA).</p>,,"Design, Architecture and Building"
C06150,2025.01,"<p>The Graduate Diploma in Property Development provides a comprehensive understanding of the property development process combined with the practical skills required to work effectively in the industry. This incorporates the political, financial, legal and physical systems that contribute to the successful development of property assets.</p>",,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p>","Design, Architecture and Building"
C10309,2025.01,"<p>This distinctive degree explores diverse forms of visual communication across design, culture and media. Visual Communication students acquire in depth understanding of the histories, practices and meanings of the visual world. In turn, obtaining the visual knowledge and skills required to negotiate rapidly changing technology, visual media and culture while becoming skilled in apprehending the unprecedented pace at which visual images, visual technologies and information data are produced.</p> <p>Combined with the Bachelor of International Studies, the course provides students with additional practical skills, in particular those that raise their awareness of the international contexts of design, by providing the opportunity to acquire knowledge and understanding of a language other than English and another culture.</p>",,<p>This course version is for students commencing in 2022 and onwards.</p>,"Design, Architecture and Building"
