academic_item,applies_to_all_offerings,code,type
C10367,TRUE,087765B,CRICOS
C04315,TRUE,089510J,CRICOS
C03059,TRUE,091974C,CRICOS
C11271,TRUE,096459D,CRICOS
C50008,TRUE,066310G,CRICOS
C03049,TRUE,052680G,CRICOS
C30019,TRUE,082432G,CRICOS
C11264,TRUE,095712D,CRICOS
C09129,TRUE,106662C,CRICOS
C10300,TRUE,080087C,CRICOS
C04430,TRUE,107870J,CRICOS
C10388,TRUE,092382G,CRICOS
C10122,TRUE,019877B,CRICOS
C03012,TRUE,030867M,CRICOS
C04236,TRUE,060932C,CRICOS
C11277,TRUE,098054J,CRICOS
C10348,TRUE,086359B,CRICOS
C09145,TRUE,106926F,CRICOS
C10300,TRUE,080087C,CRICOS
C04424,TRUE,104623D,CRICOS
C10387,TRUE,092381J,CRICOS
C04255,TRUE,080952M,CRICOS
C10391,TRUE,092384F,CRICOS
C06125,TRUE,098385A,CRICOS
C11249,TRUE,084261F,CRICOS
C10395,TRUE,100483,CRICOS
C07122,TRUE,080597C,CRICOS
C06129,TRUE,098388J,CRICOS
C10383,TRUE,087789E,CRICOS
C03064,TRUE,099357G,CRICOS
C20056,TRUE,084260G,CRICOS
C04255,TRUE,080952M,CRICOS
C11274,TRUE,084266A,CRICOS
C07136,TRUE,098058E,CRICOS
C09031,TRUE,040706A,CRICOS
C11232,TRUE,077342G,CRICOS
C50006,TRUE,018126E,CRICOS
C04235,TRUE,061397B,CRICOS
C50008,TRUE,066310G,CRICOS
C03050,TRUE,055629G,CRICOS
C04259,TRUE,077377G,CRICOS
C10327,TRUE,079757B,CRICOS
C04271,TRUE,081087F,CRICOS
C04272,TRUE,081089D,CRICOS
C04275,TRUE,081088E,CRICOS
C04428,TRUE,105155H,CRICOS
C10424,TRUE,103083B,CRICOS
C09100,TRUE,092385E,CRICOS
C11239,TRUE,081085G,CRICOS
C11238,TRUE,081084J,CRICOS
C04275,TRUE,081088E,CRICOS
C04285,TRUE,084673G,CRICOS
C10366,TRUE,087764C,CRICOS
C10372,TRUE,087768K,CRICOS
C04317,TRUE,089508C,CRICOS
C04236,TRUE,060932C,CRICOS
C04368,TRUE,096871C,CRICOS
C50008,TRUE,066310G,CRICOS
C07119,TRUE,071750G,CRICOS
C04252,TRUE,074915M,CRICOS
C09057,TRUE,043289M,CRICOS
C11232,TRUE,077342G,CRICOS
C10326,TRUE,079756C,CRICOS
C10343,TRUE,084785M,CRICOS
C04324,TRUE,084678C,CRICOS
C10451,TRUE,106870F,CRICOS
C04424,TRUE,104623D,CRICOS
C10163,TRUE,040712C,CRICOS
C03012,TRUE,030867M,CRICOS
C06127,TRUE,098053K,CRICOS
C11249,TRUE,084261F,CRICOS
C04390,TRUE,098057F,CRICOS
C09148,TRUE,106922K,CRICOS
C07129,TRUE,055275G,CRICOS
C11265,TRUE,095711E,CRICOS
C03051,TRUE,075277F,CRICOS
C03057,TRUE,086291F,CRICOS
C04429,TRUE,105154J,CRICOS
C10277,TRUE,092410J,CRICOS
C07018,TRUE,009678C,CRICOS
C10391,TRUE,092384F,CRICOS
C11275,TRUE,098384B,CRICOS
C06115,TRUE,084262E,CRICOS
C11283,TRUE,098165B,CRICOS
C07122,TRUE,080597C,CRICOS
C04385,TRUE,098387K,CRICOS
C10379,TRUE,087783M,CRICOS
C07141,TRUE,098503M,CRICOS
C04296,TRUE,084254E,CRICOS
C10391,TRUE,092384F,CRICOS
C06127,TRUE,098053K,CRICOS
C50007,TRUE,012083D,CRICOS
C50008,TRUE,066310G,CRICOS
C03050,TRUE,055629G,CRICOS
C09057,TRUE,043289M,CRICOS
C10323,TRUE,079753F,CRICOS
C04270,TRUE,080271C,CRICOS
C11236,TRUE,081083K,CRICOS
C11238,TRUE,081084J,CRICOS
C09070,TRUE,084091G,CRICOS
C03057,TRUE,086291F,CRICOS
C04433,TRUE,106476E,CRICOS
C04424,TRUE,104623D,CRICOS
C10386,TRUE,092380K,CRICOS
C06110,TRUE,109001E,CRICOS
C04275,TRUE,081088E,CRICOS
C03055,TRUE,032336M,CRICOS
C10363,TRUE,087735G,CRICOS
C10369,TRUE,087737F,CRICOS
C04316,TRUE,089509B,CRICOS
C04236,TRUE,060932C,CRICOS
C04368,TRUE,096871C,CRICOS
C04237,TRUE,061286J,CRICOS
C04252,TRUE,074915M,CRICOS
C09057,TRUE,043289M,CRICOS
C11232,TRUE,077342G,CRICOS
C04260,TRUE,077380B,CRICOS
C10338,TRUE,079765B,CRICOS
C04271,TRUE,081087F,CRICOS
C11237,TRUE,081086G,CRICOS
C10450,TRUE,106138A,CRICOS
C10424,TRUE,103083B,CRICOS
C10162,TRUE,032310K,CRICOS
C04448,TRUE,112843C,CRICOS
C06127,TRUE,098053K,CRICOS
C04301,TRUE,084264C,CRICOS
C11283,TRUE,098165B,CRICOS
C09150,TRUE,106913M,CRICOS
C11210,TRUE,065345D,CRICOS
C10454,TRUE,106872D,CRICOS
C04429,TRUE,105154J,CRICOS
C04431,TRUE,107869B,CRICOS
C04419,TRUE,107830F,CRICOS
C11277,TRUE,098054J,CRICOS
C06130,TRUE,098166A,CRICOS
C04264,TRUE,080598B,CRICOS
C07122,TRUE,080597C,CRICOS
C04382,TRUE,098047G,CRICOS
C04385,TRUE,098387K,CRICOS
C10378,TRUE,087782A,CRICOS
C10271,TRUE,071631C,CRICOS
C04418,TRUE,107831E,CRICOS
C06125,TRUE,098385A,CRICOS
C04267,TRUE,080272B,CRICOS
C09057,TRUE,043289M,CRICOS
C50006,TRUE,018126E,CRICOS
C11211,TRUE,064381G,CRICOS
C03049,TRUE,052680G,CRICOS
C04252,TRUE,074915M,CRICOS
C10338,TRUE,079765B,CRICOS
C11236,TRUE,081083K,CRICOS
C11237,TRUE,081086G,CRICOS
C30020,TRUE,082433G,CRICOS
C10301,TRUE,080086D,CRICOS
C04430,TRUE,107870J,CRICOS
C11326,TRUE,092412G,CRICOS
C07018,TRUE,009678C,CRICOS
C11238,TRUE,081084J,CRICOS
C30020,TRUE,082433G,CRICOS
C10361,TRUE,087733K,CRICOS
C10368,TRUE,087766A,CRICOS
C04316,TRUE,089509B,CRICOS
C04236,TRUE,060932C,CRICOS
C04369,TRUE,096872B,CRICOS
C04295,TRUE,084256C,CRICOS
C10363,TRUE,087735G,CRICOS
C10365,TRUE,087763D,CRICOS
C07073,TRUE,016613F,CRICOS
C04264,TRUE,080598B,CRICOS
C04305,TRUE,088012B,CRICOS
C10380,TRUE,087786G,CRICOS
C06110,TRUE,109001E,CRICOS
C09066,TRUE,084098A,CRICOS
C03017,TRUE,009468B,CRICOS
C10471,TRUE,110749F,CRICOS
C10472,TRUE,110750B,CRICOS
C10482,TRUE,Pending,CRICOS
C11301,TRUE,101142,CRICOS
C04391,TRUE,098061K,CRICOS
C11287,TRUE,098064G,CRICOS
C04394,TRUE,098414A,CRICOS
C09144,TRUE,106925G,CRICOS
C07142,TRUE,107948C,CRICOS
C04260,TRUE,077380B,CRICOS
C04270,TRUE,080271C,CRICOS
C11236,TRUE,081083K,CRICOS
C04275,TRUE,081088E,CRICOS
C30020,TRUE,082433G,CRICOS
C10361,TRUE,087733K,CRICOS
C10365,TRUE,087763D,CRICOS
C10372,TRUE,087768K,CRICOS
C04317,TRUE,089508C,CRICOS
C10342,TRUE,084784A,CRICOS
C07137,TRUE,098063G,CRICOS
C07138,TRUE,100399,CRICOS
C09157,TRUE,106928D,CRICOS
C04410,TRUE,102330M,CRICOS
C11264,TRUE,095712D,CRICOS
C11232,TRUE,077342G,CRICOS
C04260,TRUE,077380B,CRICOS
C30019,TRUE,082432G,CRICOS
C09070,TRUE,084091G,CRICOS
C10364,TRUE,087736G,CRICOS
C10370,TRUE,087767M,CRICOS
C10300,TRUE,080087C,CRICOS
C03057,TRUE,086291F,CRICOS
C04430,TRUE,107870J,CRICOS
C04320,TRUE,092803C,CRICOS
C11015,TRUE,022411K,CRICOS
C10362,TRUE,087734J,CRICOS
C10373,TRUE,087777J,CRICOS
C04317,TRUE,089508C,CRICOS
C11270,TRUE,096458E,CRICOS
C04234,TRUE,096324G,CRICOS
C11292,TRUE,098504K,CRICOS
C03064,TRUE,099357G,CRICOS
C10129,TRUE,026195C,CRICOS
C03069,TRUE,109388C,CRICOS
C03002,TRUE,008674D,CRICOS
C03029,TRUE,030869J,CRICOS
C04038,TRUE,036577F,CRICOS
C06009,TRUE,001102G,CRICOS
C07140,TRUE,098415M,CRICOS
C06125,TRUE,098385A,CRICOS
C04301,TRUE,084264C,CRICOS
C10370,TRUE,087767M,CRICOS
C09049,TRUE,098041C,CRICOS
C04317,TRUE,089508C,CRICOS
C04236,TRUE,060932C,CRICOS
C04222,TRUE,096325G,CRICOS
C04369,TRUE,096872B,CRICOS
C07029,TRUE,014223C,CRICOS
C10020,TRUE,026187C,CRICOS
C11285,TRUE,098059D,CRICOS
C07122,TRUE,080597C,CRICOS
C11254,TRUE,088014M,CRICOS
C50009,TRUE,018126E,CRICOS
C07018,TRUE,009678C,CRICOS
C06110,TRUE,109001E,CRICOS
C10163,TRUE,040712C,CRICOS
C03017,TRUE,009468B,CRICOS
C10066,TRUE,033909D,CRICOS
C11301,TRUE,101142,CRICOS
C04391,TRUE,098061K,CRICOS
C04393,TRUE,098062J,CRICOS
C03063,TRUE,098418G,CRICOS
C10399,TRUE,102816M,CRICOS
C09141,TRUE,106923J,CRICOS
C09153,TRUE,106919E,CRICOS
C04260,TRUE,077380B,CRICOS
C10338,TRUE,079765B,CRICOS
C06108,TRUE,109000F,CRICOS
C11238,TRUE,081084J,CRICOS
C30019,TRUE,082432G,CRICOS
C09071,TRUE,084092G,CRICOS
C10362,TRUE,087734J,CRICOS
C10371,TRUE,087738E,CRICOS
C04316,TRUE,089509B,CRICOS
C04393,TRUE,098062J,CRICOS
C07138,TRUE,100399,CRICOS
C10466,TRUE,110893J,CRICOS
C07129,TRUE,055275G,CRICOS
C04259,TRUE,077377G,CRICOS
C04275,TRUE,081088E,CRICOS
C04287,TRUE,084675F,CRICOS
C10362,TRUE,087734J,CRICOS
C10368,TRUE,087766A,CRICOS
C09079,TRUE,080270D,CRICOS
C04429,TRUE,105154J,CRICOS
C10276,TRUE,092409B,CRICOS
C10389,TRUE,092383G,CRICOS
C07021,TRUE,020210B,CRICOS
C10360,TRUE,088070C,CRICOS
C10372,TRUE,087768K,CRICOS
C04316,TRUE,089509B,CRICOS
C11270,TRUE,096458E,CRICOS
C04222,TRUE,096325G,CRICOS
C04371,TRUE,096873A,CRICOS
C03064,TRUE,099357G,CRICOS
C20056,TRUE,084260G,CRICOS
C10474,TRUE,110746J,CRICOS
C03001,TRUE,008672F,CRICOS
C03026,TRUE,032335A,CRICOS
C04007,TRUE,064794J,CRICOS
C06006,TRUE,066575D,CRICOS
C07141,TRUE,098503M,CRICOS
C11275,TRUE,098384B,CRICOS
C11277,TRUE,098054J,CRICOS
C10348,TRUE,086359B,CRICOS
C07140,TRUE,098415M,CRICOS
C03064,TRUE,099357G,CRICOS
C07004,TRUE,109002D,CRICOS
C10004,TRUE,044179J,CRICOS
C07122,TRUE,080597C,CRICOS
C11254,TRUE,088014M,CRICOS
C10383,TRUE,087789E,CRICOS
C10163,TRUE,040712C,CRICOS
C10123,TRUE,026198M,CRICOS
C50009,TRUE,018126E,CRICOS
C04391,TRUE,098061K,CRICOS
C04392,TRUE,098060M,CRICOS
C07137,TRUE,098063G,CRICOS
C10465,TRUE,106869K,CRICOS
C09151,TRUE,106903B,CRICOS
C11232,TRUE,077342G,CRICOS
C10328,TRUE,079758A,CRICOS
C06108,TRUE,109000F,CRICOS
C11238,TRUE,081084J,CRICOS
C04275,TRUE,081088E,CRICOS
C04286,TRUE,084674G,CRICOS
C10362,TRUE,087734J,CRICOS
C10371,TRUE,087738E,CRICOS
C04315,TRUE,089510J,CRICOS
C03062,TRUE,098382D,CRICOS
C10377,TRUE,087781B,CRICOS
C04392,TRUE,098060M,CRICOS
C03063,TRUE,098418G,CRICOS
C06136,TRUE,101147,CRICOS
C09132,TRUE,106929C,CRICOS
C09137,TRUE,106935E,CRICOS
C09122,TRUE,100449,CRICOS
C11232,TRUE,077342G,CRICOS
C11238,TRUE,081084J,CRICOS
C04286,TRUE,084674G,CRICOS
C10362,TRUE,087734J,CRICOS
C10367,TRUE,087765B,CRICOS
C09079,TRUE,080270D,CRICOS
C04428,TRUE,105155H,CRICOS
C04424,TRUE,104623D,CRICOS
C10389,TRUE,092383G,CRICOS
C07019,TRUE,032341C,CRICOS
C10367,TRUE,087765B,CRICOS
C10372,TRUE,087768K,CRICOS
C04316,TRUE,089509B,CRICOS
C04236,TRUE,060932C,CRICOS
C04222,TRUE,096325G,CRICOS
C04369,TRUE,096872B,CRICOS
C03064,TRUE,099357G,CRICOS
C10271,TRUE,071631C,CRICOS
C20056,TRUE,084260G,CRICOS
C04449,TRUE,113073K,CRICOS
C04370,TRUE,109317G,CRICOS
C10469,TRUE,110891M,CRICOS
C03024,TRUE,006407F,CRICOS
C03032,TRUE,028886D,CRICOS
C04143,TRUE,001125A,CRICOS
C06017,TRUE,046112A,CRICOS
C07141,TRUE,098503M,CRICOS
C11277,TRUE,098054J,CRICOS
C11249,TRUE,084261F,CRICOS
C11247,TRUE,084252G,CRICOS
C04295,TRUE,084256C,CRICOS
C04286,TRUE,084674G,CRICOS
C10361,TRUE,087733K,CRICOS
C10363,TRUE,087735G,CRICOS
C07140,TRUE,098415M,CRICOS
C07002,TRUE,088876J,CRICOS
C10004,TRUE,044179J,CRICOS
C04264,TRUE,080598B,CRICOS
C06116,TRUE,088013A,CRICOS
C10382,TRUE,087788F,CRICOS
C09073,TRUE,084094E,CRICOS
C10471,TRUE,110749F,CRICOS
C10355,TRUE,088067J,CRICOS
C50009,TRUE,018126E,CRICOS
C06137,TRUE,101143,CRICOS
C04392,TRUE,098060M,CRICOS
C07137,TRUE,098063G,CRICOS
C07138,TRUE,100399,CRICOS
C09147,TRUE,106921M,CRICOS
C10322,TRUE,079752G,CRICOS
C04271,TRUE,081087F,CRICOS
C04273,TRUE,081095F,CRICOS
C04275,TRUE,081088E,CRICOS
C10343,TRUE,084785M,CRICOS
C10361,TRUE,087733K,CRICOS
C10369,TRUE,087737F,CRICOS
C09047,TRUE,088589E,CRICOS
C06137,TRUE,101143,CRICOS
C03063,TRUE,098418G,CRICOS
C10461,TRUE,107052K,CRICOS
C07147,TRUE,107468H,CRICOS
C10245,TRUE,064382G,CRICOS
C09135,TRUE,106931J,CRICOS
C11232,TRUE,077342G,CRICOS
C10328,TRUE,079758A,CRICOS
C10343,TRUE,084785M,CRICOS
C10360,TRUE,088070C,CRICOS
C10366,TRUE,087764C,CRICOS
C10300,TRUE,080087C,CRICOS
C03057,TRUE,086291F,CRICOS
C04424,TRUE,104623D,CRICOS
C10386,TRUE,092380K,CRICOS
C07018,TRUE,009678C,CRICOS
C10365,TRUE,087763D,CRICOS
C09047,TRUE,088589E,CRICOS
C04317,TRUE,089508C,CRICOS
C11271,TRUE,096459D,CRICOS
C04234,TRUE,096324G,CRICOS
C07141,TRUE,098503M,CRICOS
C11216,TRUE,071910G,CRICOS
C09067,TRUE,084099M,CRICOS
C10131,TRUE,025797G,CRICOS
C04443,TRUE,108843D,CRICOS
C03024,TRUE,006407F,CRICOS
C03029,TRUE,030869J,CRICOS
C04038,TRUE,036577F,CRICOS
C06009,TRUE,001102G,CRICOS
C11292,TRUE,098504K,CRICOS
C04374,TRUE,098052M,CRICOS
C06115,TRUE,084262E,CRICOS
C11280,TRUE,100400,CRICOS
C03061,TRUE,098375C,CRICOS
C10376,TRUE,087780C,CRICOS
C11301,TRUE,101142,CRICOS
C11211,TRUE,064381G,CRICOS
C03050,TRUE,055629G,CRICOS
C04267,TRUE,080272B,CRICOS
C03062,TRUE,098382D,CRICOS
C10376,TRUE,087780C,CRICOS
C50009,TRUE,018126E,CRICOS
C04381,TRUE,107949B,CRICOS
C50006,TRUE,018126E,CRICOS
C04235,TRUE,061397B,CRICOS
C50008,TRUE,066310G,CRICOS
C04241,TRUE,071909M,CRICOS
C09057,TRUE,043289M,CRICOS
C10325,TRUE,079755D,CRICOS
C11237,TRUE,081086G,CRICOS
C11300,TRUE,101001,CRICOS
C10450,TRUE,106138A,CRICOS
C10413,TRUE,103340A,CRICOS
C03001,TRUE,008672F,CRICOS
C06017,TRUE,046112A,CRICOS
C11265,TRUE,095711E,CRICOS
C09129,TRUE,106662C,CRICOS
C03051,TRUE,075277F,CRICOS
C03057,TRUE,086291F,CRICOS
C04320,TRUE,092803C,CRICOS
C09119,TRUE,092896D,CRICOS
C04278,TRUE,081093G,CRICOS
C09055,TRUE,071630D,CRICOS
C06113,TRUE,084253F,CRICOS
C04295,TRUE,084256C,CRICOS
C04309,TRUE,088084G,CRICOS
C03053,TRUE,076138J,CRICOS
C10300,TRUE,080087C,CRICOS
C04431,TRUE,107869B,CRICOS
C09100,TRUE,092385E,CRICOS
C07021,TRUE,020210B,CRICOS
C11239,TRUE,081085G,CRICOS
C11292,TRUE,098504K,CRICOS
C10271,TRUE,071631C,CRICOS
C06113,TRUE,084253F,CRICOS
C04297,TRUE,084255D,CRICOS
C04309,TRUE,088084G,CRICOS
C03054,TRUE,076139G,CRICOS
C10391,TRUE,092384F,CRICOS
C11275,TRUE,098384B,CRICOS
C09075,TRUE,084096C,CRICOS
C10131,TRUE,025797G,CRICOS
C10473,TRUE,110751A,CRICOS
C10351,TRUE,088063B,CRICOS
C03001,TRUE,008672F,CRICOS
C03029,TRUE,030869J,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C07004,TRUE,109002D,CRICOS
C09004,TRUE,015933J,CRICOS
C10004,TRUE,044179J,CRICOS
C04456,TRUE,Pending,CRICOS
C04265,TRUE,080273A,CRICOS
C03061,TRUE,098375C,CRICOS
C10376,TRUE,087780C,CRICOS
C03049,TRUE,052680G,CRICOS
C07122,TRUE,080597C,CRICOS
C03061,TRUE,098375C,CRICOS
C04386,TRUE,098167M,CRICOS
C10382,TRUE,087788F,CRICOS
C50009,TRUE,018126E,CRICOS
C04296,TRUE,084254E,CRICOS
C20056,TRUE,084260G,CRICOS
C04388,TRUE,098056G,CRICOS
C07122,TRUE,080597C,CRICOS
C03062,TRUE,098382D,CRICOS
C04235,TRUE,061397B,CRICOS
C11211,TRUE,064381G,CRICOS
C03050,TRUE,055629G,CRICOS
C11230,TRUE,075570A,CRICOS
C10325,TRUE,079755D,CRICOS
C11237,TRUE,081086G,CRICOS
C04404,TRUE,101148,CRICOS
C10242,TRUE,040705B,CRICOS
C11265,TRUE,095711E,CRICOS
C09129,TRUE,106662C,CRICOS
C03001,TRUE,008672F,CRICOS
C03024,TRUE,006407F,CRICOS
C11264,TRUE,095712D,CRICOS
C10455,TRUE,106873C,CRICOS
C10300,TRUE,080087C,CRICOS
C03056,TRUE,086292E,CRICOS
C04423,TRUE,092411G,CRICOS
C10386,TRUE,092380K,CRICOS
C11239,TRUE,081085G,CRICOS
C10271,TRUE,071631C,CRICOS
C11247,TRUE,084252G,CRICOS
C04295,TRUE,084256C,CRICOS
C04297,TRUE,084255D,CRICOS
C03053,TRUE,076138J,CRICOS
C03057,TRUE,086291F,CRICOS
C06110,TRUE,109001E,CRICOS
C10471,TRUE,110749F,CRICOS
C04371,TRUE,096873A,CRICOS
C11216,TRUE,071910G,CRICOS
C11247,TRUE,084252G,CRICOS
C04296,TRUE,084254E,CRICOS
C04306,TRUE,091975B,CRICOS
C03053,TRUE,076138J,CRICOS
C04419,TRUE,107830F,CRICOS
C11274,TRUE,084266A,CRICOS
C11277,TRUE,098054J,CRICOS
C09158,TRUE,111249G,CRICOS
C09168,TRUE,110745K,CRICOS
C04456,TRUE,Pending,CRICOS
C03024,TRUE,006407F,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C07002,TRUE,088876J,CRICOS
C07073,TRUE,016613F,CRICOS
C10004,TRUE,044179J,CRICOS
C11005,TRUE,088437K,CRICOS
C10223,TRUE,079561C,CRICOS
C04255,TRUE,080952M,CRICOS
C07122,TRUE,080597C,CRICOS
C11281,TRUE,107947D,CRICOS
C06129,TRUE,098388J,CRICOS
C11254,TRUE,088014M,CRICOS
C03048,TRUE,052679M,CRICOS
C04264,TRUE,080598B,CRICOS
C04381,TRUE,107949B,CRICOS
C06129,TRUE,098388J,CRICOS
C11254,TRUE,088014M,CRICOS
C04296,TRUE,084254E,CRICOS
C03053,TRUE,076138J,CRICOS
C11275,TRUE,098384B,CRICOS
C06115,TRUE,084262E,CRICOS
C10348,TRUE,086359B,CRICOS
C11285,TRUE,098059D,CRICOS
C07122,TRUE,080597C,CRICOS
C06129,TRUE,098388J,CRICOS
C07113,TRUE,055276F,CRICOS
C04238,TRUE,061285K,CRICOS
C03048,TRUE,052679M,CRICOS
C04250,TRUE,074765J,CRICOS
C09057,TRUE,043289M,CRICOS
C10322,TRUE,079752G,CRICOS
C11298,TRUE,101146,CRICOS
C10412,TRUE,102819H,CRICOS
C10455,TRUE,106873C,CRICOS
C10300,TRUE,080087C,CRICOS
C03024,TRUE,006407F,CRICOS
C10004,TRUE,044179J,CRICOS
C10136,TRUE,040713B,CRICOS
C04324,TRUE,084678C,CRICOS
C10452,TRUE,106871E,CRICOS
C10172,TRUE,026806C,CRICOS
C03056,TRUE,086292E,CRICOS
C04431,TRUE,107869B,CRICOS
C04320,TRUE,092803C,CRICOS
C11239,TRUE,081085G,CRICOS
C11216,TRUE,071910G,CRICOS
C11247,TRUE,084252G,CRICOS
C04295,TRUE,084256C,CRICOS
C04296,TRUE,084254E,CRICOS
C10223,TRUE,079561C,CRICOS
C10404,TRUE,102565C,CRICOS
C09081,TRUE,085890B,CRICOS
C04432,TRUE,106475F,CRICOS
C06110,TRUE,109001E,CRICOS
C10122,TRUE,019877B,CRICOS
C09076,TRUE,084097B,CRICOS
C04300,TRUE,084263D,CRICOS
C10131,TRUE,025797G,CRICOS
C04371,TRUE,096873A,CRICOS
C11216,TRUE,071910G,CRICOS
C11247,TRUE,084252G,CRICOS
C04296,TRUE,084254E,CRICOS
C20056,TRUE,084260G,CRICOS
C03053,TRUE,076138J,CRICOS
C04419,TRUE,107830F,CRICOS
C06124,TRUE,084267M,CRICOS
C06126,TRUE,098505J,CRICOS
C03069,TRUE,109388C,CRICOS
C04018,TRUE,025004A,CRICOS
C03024,TRUE,006407F,CRICOS
C04008,TRUE,019745C,CRICOS
C06017,TRUE,046112A,CRICOS
C07029,TRUE,014223C,CRICOS
C09018,TRUE,015936F,CRICOS
C10126,TRUE,009473E,CRICOS
C10223,TRUE,079561C,CRICOS
C03053,TRUE,076138J,CRICOS
C04264,TRUE,080598B,CRICOS
C04380,TRUE,100398,CRICOS
C04382,TRUE,098047G,CRICOS
C06116,TRUE,088013A,CRICOS
C03048,TRUE,052679M,CRICOS
C07136,TRUE,098058E,CRICOS
C11280,TRUE,100400,CRICOS
C11282,TRUE,098049F,CRICOS
C04305,TRUE,088012B,CRICOS
C10405,TRUE,102566B,CRICOS
C06127,TRUE,098053K,CRICOS
C07122,TRUE,080597C,CRICOS
C10375,TRUE,087779G,CRICOS
C50007,TRUE,012083D,CRICOS
C11206,TRUE,061284M,CRICOS
C50008,TRUE,066310G,CRICOS
C11225,TRUE,071632B,CRICOS
C09057,TRUE,043289M,CRICOS
C11237,TRUE,081086G,CRICOS
C03067,TRUE,102187B,CRICOS
C10411,TRUE,102818J,CRICOS
C10452,TRUE,106871E,CRICOS
C03068,TRUE,100293,CRICOS
C03002,TRUE,008674D,CRICOS
C09018,TRUE,015936F,CRICOS
C11199,TRUE,055277E,CRICOS
C07135,TRUE,098048G,CRICOS
C10451,TRUE,106870F,CRICOS
C10413,TRUE,103340A,CRICOS
C09079,TRUE,080270D,CRICOS
C04429,TRUE,105154J,CRICOS
C04320,TRUE,092803C,CRICOS
C07019,TRUE,032341C,CRICOS
C04290,TRUE,084677D,CRICOS
C11247,TRUE,084252G,CRICOS
C06113,TRUE,084253F,CRICOS
C04296,TRUE,084254E,CRICOS
C04309,TRUE,088084G,CRICOS
C10404,TRUE,102565C,CRICOS
C10450,TRUE,106138A,CRICOS
C10458,TRUE,106663B,CRICOS
C10300,TRUE,080087C,CRICOS
C06110,TRUE,109001E,CRICOS
C11239,TRUE,081085G,CRICOS
C10162,TRUE,032310K,CRICOS
C04369,TRUE,096872B,CRICOS
C07141,TRUE,098503M,CRICOS
C10272,TRUE,071646G,CRICOS
C06113,TRUE,084253F,CRICOS
C10345,TRUE,084259M,CRICOS
C10223,TRUE,079561C,CRICOS
C10404,TRUE,102565C,CRICOS
C04372,TRUE,084268K,CRICOS
C06125,TRUE,098385A,CRICOS
C10395,TRUE,100483,CRICOS
C09166,TRUE,110752M,CRICOS
C10359,TRUE,088069G,CRICOS
C03002,TRUE,008674D,CRICOS
C03029,TRUE,030869J,CRICOS
C04007,TRUE,064794J,CRICOS
C06006,TRUE,066575D,CRICOS
C07004,TRUE,109002D,CRICOS
C09018,TRUE,015936F,CRICOS
C10026,TRUE,006487A,CRICOS
C06006,TRUE,066575D,CRICOS
C10004,TRUE,044179J,CRICOS
C11142,TRUE,084251G,CRICOS
C10215,TRUE,047836A,CRICOS
C50006,TRUE,018126E,CRICOS
C04393,TRUE,098062J,CRICOS
C03063,TRUE,098418G,CRICOS
C04404,TRUE,101148,CRICOS
C10412,TRUE,102819H,CRICOS
C09152,TRUE,106905M,CRICOS
C10307,TRUE,077338D,CRICOS
C10325,TRUE,079755D,CRICOS
C04270,TRUE,080271C,CRICOS
C06108,TRUE,109000F,CRICOS
C11237,TRUE,081086G,CRICOS
C10276,TRUE,092409B,CRICOS
C09119,TRUE,092896D,CRICOS
C04305,TRUE,088012B,CRICOS
C11254,TRUE,088014M,CRICOS
C11289,TRUE,098416K,CRICOS
C09130,TRUE,107053J,CRICOS
C11346,TRUE,107469G,CRICOS
C03067,TRUE,102187B,CRICOS
C09132,TRUE,106929C,CRICOS
C09136,TRUE,106934F,CRICOS
C04275,TRUE,081088E,CRICOS
C04286,TRUE,084674G,CRICOS
C10364,TRUE,087736G,CRICOS
C10480,TRUE,114583B,CRICOS
C03026,TRUE,032335A,CRICOS
C04008,TRUE,019745C,CRICOS
C04241,TRUE,071909M,CRICOS
C10361,TRUE,087733K,CRICOS
C09047,TRUE,088589E,CRICOS
C04236,TRUE,060932C,CRICOS
C10471,TRUE,110749F,CRICOS
C04419,TRUE,107830F,CRICOS
C06124,TRUE,084267M,CRICOS
C11275,TRUE,098384B,CRICOS
C06115,TRUE,084262E,CRICOS
C11283,TRUE,098165B,CRICOS
C11280,TRUE,100400,CRICOS
C03062,TRUE,098382D,CRICOS
C04305,TRUE,088012B,CRICOS
C09166,TRUE,110752M,CRICOS
C11354,TRUE,110894H,CRICOS
C03001,TRUE,008672F,CRICOS
C03024,TRUE,006407F,CRICOS
C03032,TRUE,028886D,CRICOS
C04008,TRUE,019745C,CRICOS
C06006,TRUE,066575D,CRICOS
C07004,TRUE,109002D,CRICOS
C07073,TRUE,016613F,CRICOS
C10449,TRUE,106139M,CRICOS
C11005,TRUE,088437K,CRICOS
C11142,TRUE,084251G,CRICOS
C04235,TRUE,061397B,CRICOS
C11206,TRUE,061284M,CRICOS
C50008,TRUE,066310G,CRICOS
C04241,TRUE,071909M,CRICOS
C09057,TRUE,043289M,CRICOS
C11232,TRUE,077342G,CRICOS
C04270,TRUE,080271C,CRICOS
C04007,TRUE,064794J,CRICOS
C04038,TRUE,036577F,CRICOS
C10125,TRUE,008756B,CRICOS
C04392,TRUE,098060M,CRICOS
C07137,TRUE,098063G,CRICOS
C09124,TRUE,100571,CRICOS
C10411,TRUE,102818J,CRICOS
